LLM,Intervention,Budget,pre score,post score
Gemini 2.5,ambush,27,0.65672187,0.519763897
Gemini 2.5,ambush,27,0.572355928,0.435884663
Gemini 2.5,ambush,27,0.606672851,0.512337087
Gemini 2.5,ambush,27,0.668786183,0.510322944
Gemini 2.5,ambush,54,0.702914377,0.523485599
Gemini 2.5,ambush,54,0.687841816,0.535250472
Gemini 2.5,ambush,54,0.6649114,0.503539836
Gemini 2.5,ambush,54,0.698527273,0.623425019
Gemini 2.5,ambush,54,0.694375239,0.632597226
Gemini 2.5,ambush,54,0.648069304,0.561783665
Gemini 2.5,ambush,54,0.62388761,0.53848341
Gemini 2.5,ambush,54,0.68526825,0.634967443
Gemini 2.5,ambush,54,0.603184502,0.576995448
Gemini 2.5,ambush,54,0.598495534,0.490575224
Gemini 2.5,ambush,54,0.637732077,0.496951322
Gemini 2.5,ambush,54,0.623764261,0.511115129
Gemini 2.5,ambush,54,0.732252209,0.588455483
Gemini 2.5,ambush,54,0.811014057,0.474048052
Gemini 2.5,ambush,54,0.65957317,0.499960226
Gemini 2.5,ambush,54,0.668678801,0.582753331
Gemini 2.5,ambush,54,0.778002808,0.517025432
Gemini 2.5,ambush,54,0.624325675,0.554479803
Gemini 2.5,ambush,54,0.720945962,0.565103688
Gemini 2.5,ambush,54,0.563805269,0.591493429
Gemini 2.5,ambush,54,0.727472666,0.508879421
Gemini 2.5,ambush,54,0.738954799,0.501685664
Gemini 2.5,ambush,54,0.607777558,0.482809
Gemini 2.5,ambush,54,0.566081229,0.560150507
Gemini 2.5,ambush,54,0.703198766,0.611298421
Gemini 2.5,ambush,54,0.58457123,0.633575222
Gemini 2.5,ambush,54,0.677494035,0.492806651
Gemini 2.5,ambush,54,0.738586795,0.48742149
Gemini 2.5,ambush,54,0.550545832,0.508743999
Gemini 2.5,ambush,54,0.609904441,0.482001919
Gemini 2.5,ambush,54,0.715765833,0.59786887
Gemini 2.5,ambush,54,0.693631715,0.541059411
Gemini 2.5,ambush,54,0.603044062,0.534030269
Gemini 2.5,ambush,54,0.686826907,0.54306413
Gemini 2.5,ambush,54,0.625445991,0.488890947
Gemini 2.5,ambush,54,0.694291125,0.565787525
Gemini 2.5,ambush,54,0.642726691,0.602352303
Gemini 2.5,ambush,54,0.629262028,0.544270794
Gemini 2.5,ambush,54,0.639284352,0.572580848
Gemini 2.5,ambush,54,0.565963078,0.582673447
Gemini 2.5,ambush,54,0.654420398,0.573947469
Gemini 2.5,ambush,54,0.726278632,0.653425518
Gemini 2.5,ambush,54,0.639302607,0.480566277
Gemini 2.5,ambush,54,0.683818555,0.564382085
Gemini 2.5,ambush,54,0.615209899,0.577005786
Gemini 2.5,ambush,54,0.68354998,0.471518086
Gemini 2.5,ambush,54,0.712266596,0.5805212
Gemini 2.5,ambush,54,0.646653125,0.54297493
Gemini 2.5,ambush,54,0.656319847,0.585597738
Gemini 2.5,ambush,54,0.703781631,0.575620837
Gemini 2.5,ambush,108,0.619710951,0.466647113
Gemini 2.5,ambush,108,0.591254964,0.511771166
Gemini 2.5,ambush,108,0.521627792,0.51832564
Gemini 2.5,ambush,108,0.654799697,0.552597196
Gemini 2.5,ambush,108,0.627422933,0.534696669
Gemini 2.5,ambush,108,0.637644309,0.553393203
Gemini 2.5,ambush,108,0.637222511,0.605487878
Gemini 2.5,ambush,108,0.643057664,0.578037774
Gemini 2.5,ambush,108,0.63338597,0.435878321
Gemini 2.5,ambush,108,0.614200868,0.535194576
Gemini 2.5,ambush,108,0.687246371,0.520873251
Gemini 2.5,ambush,108,0.711650997,0.521971797
Gemini 2.5,ambush,108,0.645349823,0.526165303
Gemini 2.5,ambush,108,0.641057878,0.556042246
Gemini 2.5,ambush,108,0.630107369,0.550175104
Gemini 2.5,ambush,108,0.662449462,0.466796661
Gemini 2.5,ambush,108,0.58682557,0.566249671
Gemini 2.5,ambush,108,0.644382714,0.490793708
Gemini 2.5,ambush,108,0.660152928,0.551979807
Gemini 2.5,ambush,108,0.657897029,0.561185581
Gemini 2.5,ambush,108,0.665597253,0.567917104
Gemini 2.5,ambush,108,0.674383881,0.54102582
Gemini 2.5,ambush,108,0.641861553,0.530579222
Gemini 2.5,ambush,108,0.583917823,0.5334012
Gemini 2.5,ambush,108,0.664786215,0.524723288
Gemini 2.5,ambush,108,0.657437517,0.53904637
Gemini 2.5,ambush,108,0.668684793,0.551075114
Gemini 2.5,ambush,108,0.660571708,0.514751989
Gemini 2.5,ambush,108,0.653469954,0.477690351
Gemini 2.5,ambush,108,0.679793657,0.530344101
Gemini 2.5,ambush,108,0.630849359,0.527143535
Gemini 2.5,ambush,108,0.553350168,0.494261837
Gemini 2.5,ambush,108,0.581292675,0.469227296
Gemini 2.5,ambush,108,0.59481518,0.563967278
Gemini 2.5,ambush,108,0.646538577,0.55483342
Gemini 2.5,ambush,108,0.633344929,0.462466347
Gemini 2.5,ambush,108,0.703809415,0.459367794
Gemini 2.5,ambush,108,0.715738304,0.548786755
Gemini 2.5,ambush,108,0.689881699,0.50648764
Gemini 2.5,ambush,108,0.667369736,0.473516661
Gemini 2.5,ambush,108,0.663454237,0.514135009
Gemini 2.5,ambush,108,0.617033421,0.521483097
Gemini 2.5,ambush,108,0.577422664,0.523271789
Gemini 2.5,ambush,108,0.631276031,0.543012465
Gemini 2.5,ambush,108,0.628848845,0.570493052
Gemini 2.5,ambush,108,0.598001636,0.520296694
Gemini 2.5,ambush,108,0.667629736,0.489640549
Gemini 2.5,ambush,108,0.60693679,0.538679668
Gemini 2.5,ambush,108,0.649295003,0.505155392
Gemini 2.5,ambush,108,0.535159438,0.498956499
Gemini 2.5,neutral (brief),27,0.635148975,0.644047396
Gemini 2.5,neutral (brief),27,0.633674203,0.64753258
Gemini 2.5,neutral (brief),27,0.67713407,0.687526289
Gemini 2.5,neutral (brief),27,0.675630007,0.660618036
Gemini 2.5,neutral (brief),27,0.644463535,0.647794171
Gemini 2.5,neutral (brief),27,0.672306599,0.720525031
Gemini 2.5,neutral (brief),27,0.674741312,0.64963024
Gemini 2.5,neutral (brief),27,0.679626166,0.60383656
Gemini 2.5,neutral (brief),27,0.659942163,0.723072143
Gemini 2.5,neutral (brief),27,0.596779258,0.724636537
Gemini 2.5,neutral (brief),27,0.690077601,0.727245571
Gemini 2.5,neutral (brief),27,0.691814158,0.589299599
Gemini 2.5,neutral (brief),27,0.692454147,0.65100629
Gemini 2.5,neutral (brief),27,0.64565127,0.72334639
Gemini 2.5,neutral (brief),27,0.672809612,0.786415259
Gemini 2.5,neutral (brief),27,0.675592488,0.721970102
Gemini 2.5,neutral (brief),27,0.67571847,0.717651306
Gemini 2.5,neutral (brief),27,0.652394486,0.642617012
Gemini 2.5,neutral (brief),27,0.769722479,0.697971854
Gemini 2.5,neutral (brief),27,0.647977077,0.67273599
Gemini 2.5,neutral (brief),27,0.772031372,0.672146485
Gemini 2.5,neutral (brief),27,0.618224581,0.664582391
Gemini 2.5,neutral (brief),27,0.631076024,0.678264648
Gemini 2.5,neutral (brief),27,0.678929996,0.663292989
Gemini 2.5,neutral (brief),27,0.70031913,0.721676623
Gemini 2.5,neutral (brief),27,0.719533739,0.731258679
Gemini 2.5,neutral (brief),27,0.634592987,0.644569993
Gemini 2.5,neutral (brief),27,0.670058466,0.574670004
Gemini 2.5,neutral (brief),27,0.657416401,0.666023599
Gemini 2.5,neutral (brief),27,0.578633271,0.618706794
Gemini 2.5,neutral (brief),27,0.710592311,0.713397672
Gemini 2.5,neutral (brief),27,0.684008542,0.674545608
Gemini 2.5,neutral (brief),27,0.614658312,0.669700423
Gemini 2.5,neutral (brief),27,0.617072464,0.66227383
Gemini 2.5,neutral (brief),27,0.781205543,0.68340631
Gemini 2.5,neutral (brief),27,0.73916846,0.667373132
Gemini 2.5,neutral (brief),27,0.680324228,0.661564155
Gemini 2.5,neutral (brief),27,0.613329326,0.625943271
Gemini 2.5,neutral (brief),27,0.645681268,0.609221869
Gemini 2.5,neutral (brief),27,0.651239666,0.601523883
Gemini 2.5,neutral (brief),27,0.651838435,0.618917802
Gemini 2.5,neutral (brief),27,0.650058281,0.693266113
Gemini 2.5,neutral (brief),27,0.748428769,0.610584359
Gemini 2.5,neutral (brief),27,0.595305391,0.734801474
Gemini 2.5,neutral (brief),27,0.676991231,0.697397003
Gemini 2.5,neutral (brief),27,0.585391217,0.67248809
Gemini 2.5,neutral (brief),27,0.681988564,0.644327486
Gemini 2.5,neutral (brief),27,0.655380347,0.671165793
Gemini 2.5,neutral (brief),27,0.723372309,0.660507372
Gemini 2.5,neutral (brief),27,0.669491292,0.652923793
Gemini 2.5,neutral (brief),54,0.622197978,0.699566716
Gemini 2.5,neutral (brief),54,0.690646441,0.69563573
Gemini 2.5,neutral (brief),54,0.613833804,0.639337939
Gemini 2.5,neutral (brief),54,0.595658256,0.615599438
Gemini 2.5,neutral (brief),54,0.689651077,0.596893851
Gemini 2.5,neutral (brief),54,0.671615674,0.570522564
Gemini 2.5,neutral (brief),54,0.573429894,0.63246345
Gemini 2.5,neutral (brief),54,0.600640273,0.579421027
Gemini 2.5,neutral (brief),54,0.631955606,0.560447757
Gemini 2.5,neutral (brief),54,0.618508351,0.635969651
Gemini 2.5,neutral (brief),54,0.693844699,0.690187786
Gemini 2.5,neutral (brief),54,0.698569162,0.573928736
Gemini 2.5,neutral (brief),54,0.616858476,0.663036762
Gemini 2.5,neutral (brief),54,0.656087529,0.709159394
Gemini 2.5,neutral (brief),54,0.646663281,0.620741799
Gemini 2.5,neutral (brief),54,0.628534888,0.689564164
Gemini 2.5,neutral (brief),54,0.659073772,0.737273924
Gemini 2.5,neutral (brief),54,0.648465916,0.560275172
Gemini 2.5,neutral (brief),54,0.606532625,0.588532065
Gemini 2.5,neutral (brief),54,0.58510187,0.622870617
Gemini 2.5,neutral (brief),54,0.589457065,0.642888359
Gemini 2.5,neutral (brief),54,0.683985761,0.55206884
Gemini 2.5,neutral (brief),54,0.664297968,0.560158509
Gemini 2.5,neutral (brief),54,0.64428074,0.678702816
Gemini 2.5,neutral (brief),54,0.62407143,0.712239838
Gemini 2.5,neutral (brief),54,0.642813885,0.577510237
Gemini 2.5,neutral (brief),54,0.667476853,0.669516884
Gemini 2.5,neutral (brief),54,0.607024016,0.686061669
Gemini 2.5,neutral (brief),54,0.676525434,0.596506749
Gemini 2.5,neutral (brief),54,0.616528287,0.644285515
Gemini 2.5,neutral (brief),54,0.627802718,0.50447941
Gemini 2.5,neutral (brief),54,0.710546347,0.639564272
Gemini 2.5,neutral (brief),54,0.681022754,0.64785821
Gemini 2.5,neutral (brief),54,0.662550806,0.797994532
Gemini 2.5,neutral (brief),54,0.669254887,0.72529472
Gemini 2.5,neutral (brief),54,0.582022248,0.702860017
Gemini 2.5,neutral (brief),54,0.64098716,0.676885775
Gemini 2.5,neutral (brief),54,0.688145297,0.656295916
Gemini 2.5,neutral (brief),54,0.627561133,0.645013588
Gemini 2.5,neutral (brief),54,0.670329077,0.684886939
Gemini 2.5,neutral (brief),54,0.656924349,0.607569254
Gemini 2.5,neutral (brief),54,0.68359223,0.696532666
Gemini 2.5,neutral (brief),54,0.571994258,0.538013671
Gemini 2.5,neutral (brief),54,0.676247632,0.638601096
Gemini 2.5,neutral (brief),54,0.679418647,0.609369048
Gemini 2.5,neutral (brief),54,0.546568485,0.660248557
Gemini 2.5,neutral (brief),54,0.593164262,0.554656481
Gemini 2.5,neutral (brief),54,0.692466421,0.570985572
Gemini 2.5,neutral (brief),54,0.664865384,0.607344715
Gemini 2.5,neutral (brief),54,0.610204897,0.634177603
Gemini 2.5,neutral (brief),108,0.754305851,0.630514589
Gemini 2.5,neutral (brief),108,0.668793254,0.704604255
Gemini 2.5,neutral (brief),108,0.693844142,0.700025177
Gemini 2.5,neutral (brief),108,0.698754255,0.683102319
Gemini 2.5,neutral (brief),108,0.701758895,0.63582024
Gemini 2.5,neutral (brief),108,0.671444748,0.673393123
Gemini 2.5,neutral (brief),108,0.635538547,0.655539086
Gemini 2.5,neutral (brief),108,0.616694657,0.642951146
Gemini 2.5,neutral (brief),108,0.631368655,0.615836885
Gemini 2.5,neutral (brief),108,0.600074432,0.63319375
Gemini 2.5,neutral (brief),108,0.638097384,0.639343826
Gemini 2.5,neutral (brief),108,0.717001536,0.660895837
Gemini 2.5,neutral (brief),108,0.668850421,0.620352006
Gemini 2.5,neutral (brief),108,0.65790827,0.660505535
Gemini 2.5,neutral (brief),108,0.623736654,0.615163862
Gemini 2.5,neutral (brief),108,0.613086276,0.650447129
Gemini 2.5,neutral (brief),108,0.691079787,0.680211294
Gemini 2.5,neutral (brief),108,0.648499088,0.685372073
Gemini 2.5,neutral (brief),108,0.746257438,0.613430958
Gemini 2.5,neutral (brief),108,0.687997605,0.634394349
Gemini 2.5,neutral (brief),108,0.596005083,0.705356647
Gemini 2.5,neutral (brief),108,0.697272907,0.650597662
Gemini 2.5,neutral (brief),108,0.611771975,0.667122926
Gemini 2.5,neutral (brief),108,0.672254613,0.604056498
Gemini 2.5,neutral (brief),108,0.67018825,0.675580195
Gemini 2.5,neutral (brief),108,0.678433994,0.656406482
Gemini 2.5,neutral (brief),108,0.699717846,0.654648241
Gemini 2.5,neutral (brief),108,0.609521096,0.611980807
Gemini 2.5,neutral (brief),108,0.669138756,0.594935957
Gemini 2.5,neutral (brief),108,0.648727214,0.708114806
Gemini 2.5,neutral (brief),108,0.620892822,0.704731167
Gemini 2.5,neutral (brief),108,0.682978882,0.655513583
Gemini 2.5,neutral (brief),108,0.684187506,0.69779437
Gemini 2.5,neutral (brief),108,0.663032329,0.637777979
Gemini 2.5,neutral (brief),108,0.74191688,0.58794082
Gemini 2.5,neutral (brief),108,0.658988643,0.639279011
Gemini 2.5,neutral (brief),108,0.644913615,0.651507178
Gemini 2.5,neutral (brief),108,0.694235048,0.650822801
Gemini 2.5,neutral (brief),108,0.643794138,0.682974904
Gemini 2.5,neutral (brief),108,0.683207478,0.698888408
Gemini 2.5,neutral (brief),108,0.679913046,0.654169567
Gemini 2.5,neutral (brief),108,0.632560882,0.640695609
Gemini 2.5,neutral (brief),108,0.62149884,0.65286198
Gemini 2.5,neutral (brief),108,0.654301776,0.734484602
Gemini 2.5,neutral (brief),108,0.622829806,0.704602199
Gemini 2.5,neutral (brief),108,0.700593412,0.716649804
Gemini 2.5,neutral (brief),108,0.677210703,0.640588134
Gemini 2.5,neutral (brief),108,0.638823936,0.659837536
Gemini 2.5,neutral (brief),108,0.659605159,0.620871426
Gemini 2.5,neutral (brief),108,0.626391469,0.704111263
Claude 3.5-Sonnet,military,27,0.658655122,0.558705069
Claude 3.5-Sonnet,military,27,0.615514946,0.556676788
Claude 3.5-Sonnet,military,27,0.622948624,0.50814833
Claude 3.5-Sonnet,military,27,0.643710145,0.471030659
Claude 3.5-Sonnet,military,27,0.626896421,0.44143092
Claude 3.5-Sonnet,military,27,0.599581734,0.489006277
Claude 3.5-Sonnet,military,27,0.586986629,0.469907547
Claude 3.5-Sonnet,military,27,0.632623252,0.54519702
Claude 3.5-Sonnet,military,27,0.604462299,0.466767972
Claude 3.5-Sonnet,military,27,0.607785014,0.467840193
Claude 3.5-Sonnet,military,27,0.596854063,0.500202505
Claude 3.5-Sonnet,military,27,0.62209069,0.466975249
Claude 3.5-Sonnet,military,27,0.616518994,0.507257011
Claude 3.5-Sonnet,military,27,0.619064038,0.484974911
Claude 3.5-Sonnet,military,27,0.639381517,0.507040192
Claude 3.5-Sonnet,military,27,0.608387357,0.55330752
Claude 3.5-Sonnet,military,27,0.649405405,0.478566103
Claude 3.5-Sonnet,military,27,0.623410727,0.525511169
Claude 3.5-Sonnet,military,27,0.616759345,0.455801244
Claude 3.5-Sonnet,military,27,0.636512123,0.492647916
Claude 3.5-Sonnet,military,27,0.624801572,0.493026109
Claude 3.5-Sonnet,military,27,0.605897642,0.486498736
Claude 3.5-Sonnet,military,27,0.609361235,0.483401455
Claude 3.5-Sonnet,military,27,0.645645901,0.5381658
Claude 3.5-Sonnet,military,27,0.639688614,0.47487847
Claude 3.5-Sonnet,military,27,0.588385615,0.452578599
Claude 3.5-Sonnet,military,27,0.622827484,0.466547099
Claude 3.5-Sonnet,military,27,0.627991442,0.456619308
Claude 3.5-Sonnet,military,27,0.62064425,0.475484172
Claude 3.5-Sonnet,military,27,0.637693827,0.477894768
Claude 3.5-Sonnet,military,27,0.619243872,0.548284231
Claude 3.5-Sonnet,military,27,0.649459663,0.494474301
Claude 3.5-Sonnet,military,27,0.616464999,0.504732781
Claude 3.5-Sonnet,military,27,0.589880462,0.49949186
Claude 3.5-Sonnet,military,27,0.627579746,0.526697347
Claude 3.5-Sonnet,military,27,0.601941321,0.520888948
Claude 3.5-Sonnet,military,27,0.600516853,0.431555209
Claude 3.5-Sonnet,military,27,0.677334701,0.408809628
Claude 3.5-Sonnet,military,27,0.632465035,0.510623546
Claude 3.5-Sonnet,military,27,0.618242236,0.508448324
Claude 3.5-Sonnet,military,27,0.625940744,0.495670076
Claude 3.5-Sonnet,military,27,0.642242505,0.487871233
Claude 3.5-Sonnet,military,27,0.615582785,0.539968725
Claude 3.5-Sonnet,military,27,0.652321052,0.504609346
Claude 3.5-Sonnet,military,27,0.612824703,0.514217853
Claude 3.5-Sonnet,military,27,0.599405341,0.564369441
Claude 3.5-Sonnet,military,27,0.598485711,0.468051831
Claude 3.5-Sonnet,military,27,0.609016958,0.519337861
Claude 3.5-Sonnet,military,27,0.620027157,0.536138774
Claude 3.5-Sonnet,military,27,0.640538128,0.513669574
Claude 3.5-Sonnet,military,54,0.66668345,0.555132145
Claude 3.5-Sonnet,military,54,0.634077313,0.609870147
Claude 3.5-Sonnet,military,54,0.608222786,0.572129061
Claude 3.5-Sonnet,military,54,0.662175795,0.527757252
Claude 3.5-Sonnet,military,54,0.638163267,0.590006283
Claude 3.5-Sonnet,military,54,0.64778601,0.540476766
Claude 3.5-Sonnet,military,54,0.640854921,0.565280974
Claude 3.5-Sonnet,military,54,0.645547925,0.552630808
Claude 3.5-Sonnet,military,54,0.656041665,0.512793533
Claude 3.5-Sonnet,military,54,0.652168533,0.559413394
Claude 3.5-Sonnet,military,54,0.651330295,0.552976514
Claude 3.5-Sonnet,military,54,0.648867657,0.605299338
Claude 3.5-Sonnet,military,54,0.666150054,0.537781047
Claude 3.5-Sonnet,military,54,0.656015269,0.599775457
Claude 3.5-Sonnet,military,54,0.639476165,0.596389337
Claude 3.5-Sonnet,military,54,0.644889745,0.594304833
Claude 3.5-Sonnet,military,54,0.62812877,0.545591374
Claude 3.5-Sonnet,military,54,0.637540183,0.562344914
Claude 3.5-Sonnet,military,54,0.635591509,0.520697839
Claude 3.5-Sonnet,military,54,0.648493659,0.552779662
Claude 3.5-Sonnet,military,54,0.646174075,0.533635638
Claude 3.5-Sonnet,military,54,0.653507748,0.507542829
Claude 3.5-Sonnet,military,54,0.640368274,0.521794676
Claude 3.5-Sonnet,military,54,0.649237897,0.503788295
Claude 3.5-Sonnet,military,54,0.642368245,0.580939672
Claude 3.5-Sonnet,military,54,0.629214419,0.559134405
Claude 3.5-Sonnet,military,54,0.625610652,0.592330752
Claude 3.5-Sonnet,military,54,0.661948657,0.537393565
Claude 3.5-Sonnet,military,54,0.639177027,0.513577616
Claude 3.5-Sonnet,military,54,0.644100303,0.539087451
Claude 3.5-Sonnet,military,54,0.609372388,0.544557563
Claude 3.5-Sonnet,military,54,0.625550886,0.530426336
Claude 3.5-Sonnet,military,54,0.649342122,0.578311689
Claude 3.5-Sonnet,military,54,0.633956658,0.5640615
Claude 3.5-Sonnet,military,54,0.640934736,0.554562611
Claude 3.5-Sonnet,military,54,0.633764713,0.561379664
Claude 3.5-Sonnet,military,54,0.627791352,0.580677463
Claude 3.5-Sonnet,military,54,0.613951436,0.542509186
Claude 3.5-Sonnet,military,54,0.647906221,0.524039419
Claude 3.5-Sonnet,military,54,0.643908408,0.544172551
Claude 3.5-Sonnet,military,54,0.674455742,0.537810512
Claude 3.5-Sonnet,military,54,0.629277231,0.556439624
Claude 3.5-Sonnet,military,54,0.641771043,0.554238878
Claude 3.5-Sonnet,military,54,0.624273401,0.5565581
Claude 3.5-Sonnet,military,54,0.627178624,0.561828814
Claude 3.5-Sonnet,military,54,0.632503626,0.580635938
Claude 3.5-Sonnet,military,54,0.660603151,0.532512873
Claude 3.5-Sonnet,military,54,0.639896754,0.571891553
Claude 3.5-Sonnet,military,54,0.654373989,0.544027927
Claude 3.5-Sonnet,military,54,0.649275252,0.586702219
Claude 3.5-Sonnet,military,108,0.66128067,0.549274007
Claude 3.5-Sonnet,military,108,0.673139122,0.547497943
Claude 3.5-Sonnet,military,108,0.668435979,0.53470903
Claude 3.5-Sonnet,military,108,0.675745931,0.560456594
Claude 3.5-Sonnet,military,108,0.683353583,0.550876261
Claude 3.5-Sonnet,military,108,0.667927684,0.51118771
Claude 3.5-Sonnet,military,108,0.686727261,0.652093465
Claude 3.5-Sonnet,military,108,0.656365064,0.644605817
Claude 3.5-Sonnet,military,108,0.672633124,0.509070674
Claude 3.5-Sonnet,military,108,0.678741678,0.53984078
Claude 3.5-Sonnet,military,108,0.697719042,0.587301482
Claude 3.5-Sonnet,military,108,0.666489951,0.610400658
Claude 3.5-Sonnet,military,108,0.657931784,0.590392337
Claude 3.5-Sonnet,military,108,0.678697709,0.616184383
Claude 3.5-Sonnet,military,108,0.675843536,0.593228885
Claude 3.5-Sonnet,military,108,0.662334479,0.538494734
Claude 3.5-Sonnet,military,108,0.672320829,0.530156726
Claude 3.5-Sonnet,military,108,0.669403804,0.585542087
Claude 3.5-Sonnet,military,108,0.693278425,0.511183742
Claude 3.5-Sonnet,military,108,0.677519375,0.544589273
Claude 3.5-Sonnet,military,108,0.65487824,0.547264436
Claude 3.5-Sonnet,military,108,0.680922319,0.519874472
Claude 3.5-Sonnet,military,108,0.692092819,0.551406346
Claude 3.5-Sonnet,military,108,0.700211693,0.495089395
Claude 3.5-Sonnet,military,108,0.656811868,0.547379711
Claude 3.5-Sonnet,military,108,0.66397653,0.554736254
Claude 3.5-Sonnet,military,108,0.665864008,0.541900012
Claude 3.5-Sonnet,military,108,0.690480989,0.528674794
Claude 3.5-Sonnet,military,108,0.66177541,0.638936728
Claude 3.5-Sonnet,military,108,0.676676014,0.566090504
Claude 3.5-Sonnet,military,108,0.668208266,0.604315372
Claude 3.5-Sonnet,military,108,0.649019431,0.546288801
Claude 3.5-Sonnet,military,108,0.646345946,0.493499257
Claude 3.5-Sonnet,military,108,0.667973536,0.442519231
Claude 3.5-Sonnet,military,108,0.662465893,0.52295708
Claude 3.5-Sonnet,military,108,0.656058427,0.517913462
Claude 3.5-Sonnet,military,108,0.676006778,0.52169994
Claude 3.5-Sonnet,military,108,0.666829056,0.570865395
Claude 3.5-Sonnet,military,108,0.681164882,0.583824106
Claude 3.5-Sonnet,military,108,0.675135057,0.464665071
Claude 3.5-Sonnet,military,108,0.67051492,0.563845831
Claude 3.5-Sonnet,military,108,0.675643809,0.520973898
Claude 3.5-Sonnet,military,108,0.660767738,0.628892486
Claude 3.5-Sonnet,military,108,0.66140474,0.517468976
Claude 3.5-Sonnet,military,108,0.665832906,0.558396357
Claude 3.5-Sonnet,military,108,0.672471068,0.60869395
Claude 3.5-Sonnet,military,108,0.671202048,0.620284702
Claude 3.5-Sonnet,military,108,0.675301366,0.502281038
Claude 3.5-Sonnet,military,108,0.678520169,0.630812821
Claude 3.5-Sonnet,military,108,0.649555044,0.581362982
Claude 3.5-Sonnet,disaster,27,0.58335165,0.461638805
Claude 3.5-Sonnet,disaster,27,0.621191493,0.49438284
Claude 3.5-Sonnet,disaster,27,0.569531881,0.483461232
Claude 3.5-Sonnet,disaster,27,0.61126607,0.498742636
Claude 3.5-Sonnet,disaster,27,0.598376472,0.490003076
Claude 3.5-Sonnet,disaster,27,0.591814671,0.495606436
Claude 3.5-Sonnet,disaster,27,0.611724044,0.471978748
Claude 3.5-Sonnet,disaster,27,0.607574429,0.468374551
Claude 3.5-Sonnet,disaster,27,0.608278093,0.495391097
Claude 3.5-Sonnet,disaster,27,0.611302117,0.467566902
Claude 3.5-Sonnet,disaster,27,0.624831772,0.478606771
Claude 3.5-Sonnet,disaster,27,0.617337665,0.488010175
Claude 3.5-Sonnet,disaster,27,0.635469018,0.494111222
Claude 3.5-Sonnet,disaster,27,0.618475158,0.492095569
Claude 3.5-Sonnet,disaster,27,0.588841029,0.462222004
Claude 3.5-Sonnet,disaster,27,0.61591211,0.461384807
Claude 3.5-Sonnet,disaster,27,0.638084954,0.482192513
Claude 3.5-Sonnet,disaster,27,0.588925571,0.498642273
Claude 3.5-Sonnet,disaster,27,0.600667169,0.469556545
Claude 3.5-Sonnet,disaster,27,0.615195271,0.470832496
Claude 3.5-Sonnet,disaster,27,0.58062253,0.489334188
Claude 3.5-Sonnet,disaster,27,0.624563468,0.478459111
Claude 3.5-Sonnet,disaster,27,0.593063552,0.487629202
Claude 3.5-Sonnet,disaster,27,0.606448739,0.467215844
Claude 3.5-Sonnet,disaster,27,0.591481277,0.528190678
Claude 3.5-Sonnet,disaster,27,0.584323631,0.497189773
Claude 3.5-Sonnet,disaster,27,0.610117733,0.477745387
Claude 3.5-Sonnet,disaster,27,0.61777875,0.497873104
Claude 3.5-Sonnet,disaster,27,0.591784035,0.479836545
Claude 3.5-Sonnet,disaster,27,0.601694786,0.491253219
Claude 3.5-Sonnet,disaster,27,0.606997786,0.475653438
Claude 3.5-Sonnet,disaster,27,0.595258055,0.511871272
Claude 3.5-Sonnet,disaster,27,0.587353767,0.465596695
Claude 3.5-Sonnet,disaster,27,0.623416181,0.474190125
Claude 3.5-Sonnet,disaster,27,0.615673137,0.4804755
Claude 3.5-Sonnet,disaster,27,0.590732132,0.484276845
Claude 3.5-Sonnet,disaster,27,0.58612914,0.490749064
Claude 3.5-Sonnet,disaster,27,0.623144937,0.490913241
Claude 3.5-Sonnet,disaster,27,0.596614419,0.467491666
Claude 3.5-Sonnet,disaster,27,0.599643417,0.48021631
Claude 3.5-Sonnet,disaster,27,0.585721777,0.496538469
Claude 3.5-Sonnet,disaster,27,0.621547983,0.461933088
Claude 3.5-Sonnet,disaster,27,0.591479577,0.451958812
Claude 3.5-Sonnet,disaster,27,0.652856018,0.475903008
Claude 3.5-Sonnet,disaster,27,0.623264336,0.481375426
Claude 3.5-Sonnet,disaster,27,0.615798578,0.453694026
Claude 3.5-Sonnet,disaster,27,0.616472415,0.498091392
Claude 3.5-Sonnet,disaster,27,0.615371587,0.464885544
Claude 3.5-Sonnet,disaster,27,0.577257344,0.496350691
Claude 3.5-Sonnet,disaster,27,0.615238278,0.478307638
Claude 3.5-Sonnet,disaster,54,0.584001181,0.579468935
Claude 3.5-Sonnet,disaster,54,0.693598449,0.556552748
Claude 3.5-Sonnet,disaster,54,0.645718343,0.554003251
Claude 3.5-Sonnet,disaster,54,0.677573697,0.579803328
Claude 3.5-Sonnet,disaster,54,0.633439858,0.545530838
Claude 3.5-Sonnet,disaster,54,0.667625769,0.578805321
Claude 3.5-Sonnet,disaster,54,0.61124609,0.588675029
Claude 3.5-Sonnet,disaster,54,0.685933272,0.573576313
Claude 3.5-Sonnet,disaster,54,0.638819405,0.577863524
Claude 3.5-Sonnet,disaster,54,0.672164739,0.575174795
Claude 3.5-Sonnet,disaster,54,0.681467607,0.577084829
Claude 3.5-Sonnet,disaster,54,0.645047262,0.587999378
Claude 3.5-Sonnet,disaster,54,0.651563551,0.583882256
Claude 3.5-Sonnet,disaster,54,0.639755838,0.589337326
Claude 3.5-Sonnet,disaster,54,0.631913913,0.569799957
Claude 3.5-Sonnet,disaster,54,0.667236527,0.559240086
Claude 3.5-Sonnet,disaster,54,0.666799311,0.551678533
